"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","target","p_val_bh"
"1086","TGME49-222280",0.146652509522022,-0.0502644189315734,0.223,0.279,1,"MYR1",0.873616478807149
"1087","TGME49-262490",0.146673456797137,-0.0265832646490906,0.042,0.07,1,"MYR1",0.873616478807149
"1088","TGME49-247025",0.146673456797137,-0.0265832646490906,0.042,0.07,1,"MYR1",0.873616478807149
"1089","TGME49-308890",0.146814702211183,-0.0578207043536653,0.394,0.459,1,"MYR1",0.873616478807149
"1090","TGME49-285760",0.14738770005136,0.0284207452855472,0.073,0.044,1,"MYR1",0.873616478807149
"1091","TGME49-280810",0.14738770005136,0.0284207452855472,0.073,0.044,1,"MYR1",0.873616478807149
"1092","TGME49-264130",0.14738770005136,0.0284207452855472,0.073,0.044,1,"MYR1",0.873616478807149
"1093","TGME49-257020",0.14738770005136,0.0284207452855472,0.073,0.044,1,"MYR1",0.873616478807149
"1094","TGME49-315130",0.147453053783429,-0.0536211297605226,0.332,0.397,1,"MYR1",0.873616478807149
"1095","TGME49-238240",0.147477925375804,-0.0572159524144131,0.792,0.812,1,"MYR1",0.873616478807149
"1096","TGME49-355220",0.147575337372115,0.0347442746260088,0.121,0.083,1,"MYR1",0.873616478807149
"1097","TGME49-224600",0.147712704154088,-0.0401152379013253,0.138,0.183,1,"MYR1",0.873616478807149
"1098","TGME49-301222",0.147749752860401,-0.0368911499423278,0.093,0.131,1,"MYR1",0.873616478807149
"1099","TGME49-279450",0.147760893564781,-0.0676336652457934,0.437,0.489,1,"MYR1",0.873616478807149
"1100","TGME49-227350",0.148146582616366,-0.0295289429722089,0.056,0.087,1,"MYR1",0.873616478807149
"1101","TGME49-225010",0.148280519800303,-0.0504825715242719,0.296,0.354,1,"MYR1",0.873616478807149
"1102","TGME49-269670",0.148291286943772,-0.0388182113285526,0.152,0.201,1,"MYR1",0.873616478807149
"1103","TGME49-227810",0.14834323580188,0.0835087696116977,0.532,0.463,1,"MYR1",0.873616478807149
"1104","TGME49-269690",0.14836509994979,-0.0608530970891596,0.335,0.397,1,"MYR1",0.873616478807149
"1105","TGME49-286550",0.148389010516644,-0.0549166531636817,0.383,0.454,1,"MYR1",0.873616478807149
"1106","TGME49-205740",0.148417024566526,0.0555178251372498,0.338,0.284,1,"MYR1",0.873616478807149
"1107","TGME49-203875",0.148617190814358,0.0272938983746429,0.068,0.039,1,"MYR1",0.873616478807149
"1108","TGME49-222710",0.148688648206321,-0.0530336428416258,0.392,0.454,1,"MYR1",0.873616478807149
"1109","TGME49-287980",0.148880244048114,-0.0427143634116813,0.251,0.31,1,"MYR1",0.873616478807149
"1110","TGME49-222880",0.149185029015579,-0.0350799272121307,0.141,0.188,1,"MYR1",0.873616478807149
"1111","TGME49-218840",0.149681144210269,0.0620231823500565,0.223,0.179,1,"MYR1",0.873616478807149
"1112","TGME49-254150",0.149711995460562,-0.0206592593262711,0.023,0.044,1,"MYR1",0.873616478807149
"1113","TGME49-305010",0.149711995460562,-0.0206592593262711,0.023,0.044,1,"MYR1",0.873616478807149
"1114","TGME49-218790",0.149711995460562,-0.0206592593262711,0.023,0.044,1,"MYR1",0.873616478807149
"1115","TGME49-221922",0.149793141072081,-0.0536634537328796,0.318,0.384,1,"MYR1",0.873616478807149
"1116","TGME49-209240",0.149866650167596,-0.0404269645664391,0.158,0.205,1,"MYR1",0.873616478807149
"1117","TGME49-244540",0.149923738733857,-0.0583676094090714,0.363,0.428,1,"MYR1",0.873616478807149
"1118","TGME49-262380",0.150368537699787,-0.0588638541603079,0.727,0.808,1,"MYR1",0.873616478807149
"1119","TGME49-267060",0.150493399121941,-0.0112669041334086,1,1,1,"MYR1",0.873616478807149
"1120","TGME49-310070",0.150635069070666,0.0524644802240394,0.685,0.642,1,"MYR1",0.873616478807149
"1121","TGME49-309960",0.150686390070768,0.0615915736952308,0.239,0.192,1,"MYR1",0.873616478807149
"1122","TGME49-226710",0.150991244683426,0.0689971126271411,0.766,0.734,1,"MYR1",0.873616478807149
"1123","TGME49-249720",0.151254900777529,-0.0109407805684287,1,1,1,"MYR1",0.873616478807149
"1124","TGME49-225930",0.151356207166762,-0.066514839048381,0.738,0.808,1,"MYR1",0.873616478807149
"1125","TGME49-218250",0.152215684368811,-0.058811853253832,0.577,0.638,1,"MYR1",0.873616478807149
"1126","TGME49-311110",0.152227553848997,-0.0353475769718603,0.938,0.952,1,"MYR1",0.873616478807149
"1127","TGME49-249710",0.152264114787198,0.0372857588929473,0.172,0.127,1,"MYR1",0.873616478807149
"1128","TGME49-320760",0.152416773444331,-0.0512995875589187,0.335,0.402,1,"MYR1",0.873616478807149
"1129","TGME49-313760",0.152425215331656,-0.0642502089674825,0.276,0.323,1,"MYR1",0.873616478807149
"1130","TGME49-302057",0.152438068214039,0.0620455468058741,0.315,0.271,1,"MYR1",0.873616478807149
"1131","TGME49-273730",0.152641650951212,-0.0440050848874237,0.251,0.314,1,"MYR1",0.873616478807149
"1132","TGME49-253730",0.152737425596178,-0.0518883245027639,0.383,0.45,1,"MYR1",0.873616478807149
"1133","TGME49-286630",0.152902844090053,0.0487154874702058,0.887,0.882,1,"MYR1",0.873616478807149
"1134","TGME49-240860",0.153139149449019,-0.0682257793752291,0.431,0.485,1,"MYR1",0.873616478807149
"1135","TGME49-204370",0.153197252948909,-0.0530901611672024,0.744,0.777,1,"MYR1",0.873616478807149
"1136","TGME49-269780",0.153289460739292,0.0394236428054272,0.135,0.096,1,"MYR1",0.873616478807149
"1137","TGME49-306040",0.153708168434015,0.0563002401631699,0.321,0.271,1,"MYR1",0.873616478807149
"1138","TGME49-315690",0.153752105195784,-0.0542850881473003,0.372,0.432,1,"MYR1",0.873616478807149
"1139","TGME49-245590",0.154014671791512,-0.0413782712392892,0.076,0.109,1,"MYR1",0.873616478807149
"1140","TGME49-273120",0.154080356486496,-0.0466713373956302,0.208,0.262,1,"MYR1",0.873616478807149
"1141","TGME49-213590",0.154133773582861,0.0523667681596791,0.834,0.808,1,"MYR1",0.873616478807149
"1142","TGME49-224470",0.154175855234295,-0.0490747441378193,0.403,0.485,1,"MYR1",0.873616478807149
"1143","TGME49-249740",0.154193934314264,0.0543586842112505,0.921,0.882,1,"MYR1",0.873616478807149
"1144","TGME49-311310",0.154225109379232,-0.0534860068715257,0.327,0.397,1,"MYR1",0.873616478807149
"1145","TGME49-209900",0.154366309084944,-0.0608294346813636,0.707,0.751,1,"MYR1",0.873616478807149
"1146","TGME49-248740",0.154510894498633,-0.0917232202432789,0.42,0.472,1,"MYR1",0.873616478807149
"1147","TGME49-234930",0.154832923758048,0.0606818106313217,0.304,0.253,1,"MYR1",0.873616478807149
"1148","TGME49-224350",0.154870316127356,0.0466476403076567,0.738,0.725,1,"MYR1",0.873616478807149
"1149","TGME49-306980",0.154876206226078,-0.046957352696094,0.121,0.162,1,"MYR1",0.873616478807149
"1150","TGME49-286680",0.154989271235545,-0.0505240421387426,0.31,0.371,1,"MYR1",0.873616478807149
"1151","TGME49-216860",0.155051960457563,-0.0179799425062492,1,1,1,"MYR1",0.873616478807149
"1152","TGME49-263190",0.155169515032701,-0.040744701096383,0.113,0.153,1,"MYR1",0.873616478807149
"1153","TGME49-277720",0.155536657355057,0.0817270502023066,0.296,0.249,1,"MYR1",0.873616478807149
"1154","TGME49-213415",0.155658682060233,-0.0372611191014897,0.127,0.17,1,"MYR1",0.873616478807149
"1155","TGME49-207620",0.155664196814024,0.0431852504437814,0.825,0.817,1,"MYR1",0.873616478807149
"1156","TGME49-305580",0.155753525925205,-0.0216752887124995,0.02,0.039,1,"MYR1",0.873616478807149
"1157","TGME49-294180",0.155827449495108,-0.0341393302049694,0.104,0.144,1,"MYR1",0.873616478807149
"1158","TGME49-318750",0.155832971675435,-0.0503299716438006,0.245,0.301,1,"MYR1",0.873616478807149
"1159","TGME49-232590",0.156087905879261,-0.0383385277331958,0.113,0.153,1,"MYR1",0.873616478807149
"1160","TGME49-309920",0.156149455816267,0.0469762319367044,0.214,0.166,1,"MYR1",0.873616478807149
"1161","TGME49-315580",0.156220680598792,0.0585612754809944,0.361,0.306,1,"MYR1",0.873616478807149
"1162","TGME49-224740",0.156379649256655,-0.0592397344536185,0.687,0.773,1,"MYR1",0.873616478807149
"1163","TGME49-305590",0.156562476712715,0.0783200506818195,0.256,0.214,1,"MYR1",0.873616478807149
"1164","TGME49-205490",0.156673742185716,0.057753157092718,0.603,0.537,1,"MYR1",0.873616478807149
"1165","TGME49-227900",0.156678630577611,-0.0448461109822429,0.155,0.201,1,"MYR1",0.873616478807149
"1166","TGME49-227010",0.156858920044509,-0.0477078210829466,0.161,0.205,1,"MYR1",0.873616478807149
"1167","TGME49-234970",0.156927244942927,-0.0492557569455853,0.259,0.314,1,"MYR1",0.873616478807149
"1168","TGME49-306380",0.156992860439312,-0.0595426781970592,0.724,0.782,1,"MYR1",0.873616478807149
"1169","TGME49-262070",0.157270937867806,-0.0516385239036385,0.558,0.629,1,"MYR1",0.873616478807149
"1170","TGME49-225260",0.157339822306215,0.05712792523644,0.437,0.397,1,"MYR1",0.873616478807149
"1171","TGME49-234410",0.157422977559233,-0.0585575824335262,0.411,0.472,1,"MYR1",0.873616478807149
"1172","TGME49-262430",0.15742555980399,-0.0251514889200591,0.039,0.066,1,"MYR1",0.873616478807149
"1173","TGME49-263630",0.15756129592133,0.0264055161326804,0.994,1,1,"MYR1",0.873616478807149
"1174","TGME49-293230",0.157563688008816,-0.0191907490476524,0.02,0.039,1,"MYR1",0.873616478807149
"1175","TGME49-262520",0.157563688008816,-0.0191907490476524,0.02,0.039,1,"MYR1",0.873616478807149
"1176","TGME49-245550",0.157563688008816,-0.0191907490476524,0.02,0.039,1,"MYR1",0.873616478807149
"1177","TGME49-249150",0.157563688008816,-0.0191907490476524,0.02,0.039,1,"MYR1",0.873616478807149
"1178","TGME49-250670",0.157563688008816,-0.0191907490476524,0.02,0.039,1,"MYR1",0.873616478807149
"1179","TGME49-251665",0.157563688008816,-0.0191907490476524,0.02,0.039,1,"MYR1",0.873616478807149
"1180","TGME49-288230",0.157924195598646,-0.0404174211277628,0.087,0.122,1,"MYR1",0.874873276803688
"1181","TGME49-244150",0.158395644454985,-0.053894594291364,0.42,0.489,1,"MYR1",0.876083651012575
"1182","TGME49-305900",0.158410719825128,-0.0551883682783637,0.403,0.463,1,"MYR1",0.876083651012575
"1183","TGME49-241175",0.158616949247407,-0.0368911499423278,0.09,0.127,1,"MYR1",0.876454406852753
"1184","TGME49-210750",0.15874591061858,-0.0350724650218346,0.101,0.14,1,"MYR1",0.876454406852753
"1185","TGME49-293360",0.159445986893917,-0.0568606614405116,0.961,0.956,1,"MYR1",0.879076977257058
"1186","TGME49-223440",0.159489872269676,-0.0383676119451007,0.113,0.153,1,"MYR1",0.879076977257058
"1187","TGME49-218230",0.159633762413589,-0.0429392076478018,0.254,0.314,1,"MYR1",0.879128816257483
"1188","TGME49-309800",0.159852414267725,-0.0573120351855152,0.524,0.611,1,"MYR1",0.879591946185287
"1189","TGME49-255370",0.16056029980346,-0.0352658866593867,0.141,0.188,1,"MYR1",0.8826584536526
"1190","TGME49-246800",0.160679755215939,-0.0613173791788386,0.431,0.498,1,"MYR1",0.8826584536526
"1191","TGME49-205558",0.160993235187127,-0.020102062494141,1,1,1,"MYR1",0.883031061363726
"1192","TGME49-238010",0.161017748989683,-0.0037257839405922,1,1,1,"MYR1",0.883031061363726
"1193","TGME49-313130",0.161205557665304,-0.0600550598701431,0.265,0.314,1,"MYR1",0.883270685122064
"1194","TGME49-228370",0.161718404459163,0.0601065660167315,0.363,0.319,1,"MYR1",0.883270685122064
"1195","TGME49-234520",0.161762339662476,0.0546250032029867,0.572,0.502,1,"MYR1",0.883270685122064
"1196","TGME49-230230",0.161825557473055,-0.0386240059939925,0.22,0.279,1,"MYR1",0.883270685122064
"1197","TGME49-244380",0.161894620707806,-0.0596224955259441,0.49,0.555,1,"MYR1",0.883270685122064
"1198","TGME49-215290",0.161931442412932,-0.0508525869826213,0.341,0.41,1,"MYR1",0.883270685122064
"1199","TGME49-229180",0.16203204671233,-0.0546475595127031,0.445,0.511,1,"MYR1",0.883270685122064
"1200","TGME49-278400",0.162198713680457,-0.0433797999932855,0.132,0.175,1,"MYR1",0.883270685122064
"1201","TGME49-216720",0.162299647455177,-0.0215727772767935,0.983,0.965,1,"MYR1",0.883270685122064
"1202","TGME49-306550",0.162419572563098,-0.0309367009209957,0.079,0.114,1,"MYR1",0.883270685122064
"1203","TGME49-319740",0.162547748845318,-0.0450086699632735,0.197,0.249,1,"MYR1",0.883270685122064
"1204","TGME49-315290",0.162885879531241,-0.0669262416807108,0.279,0.328,1,"MYR1",0.883597392940807
"1205","TGME49-202680",0.162934277478636,0.0266326012686602,0.969,0.956,1,"MYR1",0.883597392940807
"1206","TGME49-314540",0.163013378596698,-0.0399298847496419,0.121,0.162,1,"MYR1",0.883597392940807
"1207","TGME49-288340",0.163279226785284,-0.0377538515723755,0.245,0.306,1,"MYR1",0.884305141255509
"1208","TGME49-306640",0.163434895657583,-0.0390161612544157,0.192,0.245,1,"MYR1",0.884415490822534
"1209","TGME49-295460",0.164206728124163,-0.0663491878386862,0.563,0.638,1,"MYR1",0.887619896295889
"1210","TGME49-304740",0.164473904452979,-0.046857224510558,0.299,0.376,1,"MYR1",0.887619896295889
"1211","TGME49-310020",0.164716073747549,-0.056284856803383,0.203,0.249,1,"MYR1",0.887619896295889
"1212","TGME49-266372",0.164894712457028,-0.0177150655712722,0.017,0.035,1,"MYR1",0.887619896295889
"1213","TGME49-253615",0.164991750576886,-0.0391259821609299,0.163,0.21,1,"MYR1",0.887619896295889
"1214","TGME49-295610",0.165109951401088,0.0637884584258644,0.324,0.279,1,"MYR1",0.887619896295889
"1215","TGME49-211640",0.165183559584627,-0.0476636993972633,0.169,0.214,1,"MYR1",0.887619896295889
"1216","TGME49-308870",0.165567937166576,0.0519231914592445,0.254,0.205,1,"MYR1",0.887619896295889
"1217","TGME49-282150",0.165595856513105,-0.067441013012712,0.268,0.314,1,"MYR1",0.887619896295889
"1218","TGME49-247580",0.165623818653286,0.0640934277639057,0.608,0.568,1,"MYR1",0.887619896295889
"1219","TGME49-269130",0.165706567488251,0.0663418030040824,0.282,0.24,1,"MYR1",0.887619896295889
"1220","TGME49-244170",0.1657325292701,0.0382183139790441,0.118,0.083,1,"MYR1",0.887619896295889
"1221","TGME49-308070",0.165877951561255,0.0450010010396547,0.22,0.175,1,"MYR1",0.887619896295889
"1222","TGME49-226320",0.165928027118491,-0.0485879883946796,0.324,0.389,1,"MYR1",0.887619896295889
"1223","TGME49-254120",0.166141416419298,0.0359630558336292,1,0.996,1,"MYR1",0.888034700844604
"1224","TGME49-226350",0.16689528046589,-0.0399468183950875,0.13,0.17,1,"MYR1",0.891109556292073
"1225","TGME49-283800",0.166989323306989,-0.0522932599659964,0.603,0.694,1,"MYR1",0.891109556292073
"1226","TGME49-321500",0.16721004160417,-0.0260542305817533,0.994,1,1,"MYR1",0.891559577460409
"1227","TGME49-236920",0.167495872825067,-0.0583494142992387,0.741,0.812,1,"MYR1",0.8923444549038
"1228","TGME49-281980",0.167994049503287,-0.0419159793546796,0.327,0.397,1,"MYR1",0.8923444549038
"1229","TGME49-310820",0.16805272065549,0.0605467575746571,0.558,0.524,1,"MYR1",0.8923444549038
"1230","TGME49-313770",0.168060682691869,0.0302101756054465,0.093,0.061,1,"MYR1",0.8923444549038
"1231","TGME49-229690",0.168120556063231,-0.048576793943489,0.197,0.249,1,"MYR1",0.8923444549038
"1232","TGME49-229660",0.168382292103769,0.017616535092884,0.031,0.013,1,"MYR1",0.8923444549038
"1233","TGME49-204050",0.168472535948736,-0.065903509858799,0.668,0.734,1,"MYR1",0.8923444549038
"1234","TGME49-311870",0.168510267049869,-0.0684957867168225,0.639,0.721,1,"MYR1",0.8923444549038
"1235","TGME49-254710",0.168736872950448,-0.0291860689397929,0.262,0.336,1,"MYR1",0.8923444549038
"1236","TGME49-277700",0.168955272464714,-0.0237128299452454,0.037,0.061,1,"MYR1",0.8923444549038
"1237","TGME49-290880",0.168974211233835,0.0308544337799966,0.093,0.061,1,"MYR1",0.8923444549038
"1238","TGME49-329600",0.168995324333931,0.0247491980717227,0.031,0.013,1,"MYR1",0.8923444549038
"1239","TGME49-261520",0.169445316683705,-0.0357972121432748,0.121,0.162,1,"MYR1",0.892824099111145
"1240","TGME49-314070",0.16948541897158,-0.0625692588364589,0.442,0.502,1,"MYR1",0.892824099111145
"1241","TGME49-314265",0.169495901330416,-0.047352595253987,0.127,0.166,1,"MYR1",0.892824099111145
"1242","TGME49-277895",0.169763054566049,0.0474031003943513,0.146,0.109,1,"MYR1",0.892900727314079
"1243","TGME49-235670",0.169828475972288,-0.0247430328721595,0.068,0.1,1,"MYR1",0.892900727314079
"1244","TGME49-224460",0.169920224075067,-0.0266912183856525,0.992,0.978,1,"MYR1",0.892900727314079
"1245","TGME49-244110",0.170282639202509,-0.0141508242298292,0.961,0.943,1,"MYR1",0.893092141482874
"1246","TGME49-226430",0.170307246598654,-0.0204328013079451,0.958,0.952,1,"MYR1",0.893092141482874
"1247","TGME49-260660",0.170366513756944,-0.0275250599173033,0.079,0.114,1,"MYR1",0.893092141482874
"1248","TGME49-250060",0.170641569251108,-0.0459020922211942,0.248,0.306,1,"MYR1",0.893697643911149
"1249","TGME49-219290",0.170755447031517,0.0629676822304661,0.417,0.376,1,"MYR1",0.893697643911149
"1250","TGME49-259010",0.170978747602481,0.0577254132972924,0.383,0.336,1,"MYR1",0.894150458461933
"1251","TGME49-213370",0.171224859479171,-0.0425357258398907,0.172,0.218,1,"MYR1",0.894721747734085
"1252","TGME49-223530",0.171611722812971,-0.0525796514766846,0.256,0.306,1,"MYR1",0.894794874165459
"1253","TGME49-264140",0.171663280374321,-0.0423436351678451,0.203,0.253,1,"MYR1",0.894794874165459
"1254","TGME49-265410",0.171779513946187,-0.0439977363846971,0.175,0.218,1,"MYR1",0.894794874165459
"1255","TGME49-250760",0.171786380155676,-0.0587062890216032,0.603,0.69,1,"MYR1",0.894794874165459
"1256","TGME49-305760",0.172093549466483,0.0466302751240383,0.22,0.175,1,"MYR1",0.895681156737581
"1257","TGME49-233340",0.172718608019021,-0.0389137041792292,0.096,0.131,1,"MYR1",0.897245199890252
"1258","TGME49-200330",0.172768069545176,-0.0268979717808003,0.132,0.179,1,"MYR1",0.897245199890252
"1259","TGME49-226250",0.172805829380729,-0.0415629034799382,0.817,0.812,1,"MYR1",0.897245199890252
"1260","TGME49-266830",0.172968402917843,-0.0426101948679128,0.242,0.297,1,"MYR1",0.897376547518998
"1261","TGME49-315700",0.173261674316063,-0.0449262548583964,0.194,0.24,1,"MYR1",0.897506705234047
"1262","TGME49-309950",0.173322527971597,0.0618643433512666,0.363,0.319,1,"MYR1",0.897506705234047
"1263","TGME49-286180",0.173476413328365,0.0297515629440912,0.087,0.057,1,"MYR1",0.897506705234047
"1264","TGME49-202040",0.173676316919212,0.0550131636631915,0.203,0.162,1,"MYR1",0.897506705234047
"1265","TGME49-238950",0.173679972788905,-0.0496207841682799,0.713,0.716,1,"MYR1",0.897506705234047
"1266","TGME49-202890",0.173940049603857,-0.0550293322902456,0.459,0.541,1,"MYR1",0.89777725217763
"1267","TGME49-232650",0.174107179297121,-0.0582394227656156,0.197,0.24,1,"MYR1",0.89777725217763
"1268","TGME49-206500",0.174435695367639,-0.0303632987933724,0.076,0.109,1,"MYR1",0.89777725217763
"1269","TGME49-270700",0.174484367343952,-0.0779807699084679,0.372,0.424,1,"MYR1",0.89777725217763
"1270","TGME49-216440",0.174616602735166,-0.0387817539969985,0.141,0.183,1,"MYR1",0.89777725217763
"1271","TGME49-281370",0.174617962206551,0.0295472430303526,0.082,0.052,1,"MYR1",0.89777725217763
"1272","TGME49-205410",0.174821852329716,-0.0345802952848741,0.121,0.162,1,"MYR1",0.89777725217763
"1273","TGME49-320490",0.174831029833582,-0.0517233439566073,0.293,0.354,1,"MYR1",0.89777725217763
"1274","TGME49-309560",0.175020593261355,0.0504947350528981,0.927,0.895,1,"MYR1",0.898045226176987
"1275","TGME49-205180",0.175801676885045,0.0153767414193668,0.997,0.996,1,"MYR1",0.898694261558779
"1276","TGME49-286710",0.175993306086718,-0.0464714219387801,0.794,0.847,1,"MYR1",0.898694261558779
"1277","TGME49-237870",0.176082356400997,-0.0310286595185416,0.087,0.122,1,"MYR1",0.898694261558779
"1278","TGME49-228470",0.176273666895129,-0.00854762103863971,1,1,1,"MYR1",0.898694261558779
