"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","target","p_val_bh"
"822","TGME49-220470",0.112052363752581,-0.0483751872805105,0.217,0.279,1,"MYR1",0.866900364159374
"823","TGME49-311010",0.112109568791847,0.0825417280385226,0.831,0.773,1,"MYR1",0.866900364159374
"824","TGME49-224235",0.112121536176941,-0.0577270335155908,0.327,0.397,1,"MYR1",0.866900364159374
"825","TGME49-266110",0.112177253964147,-0.0386311575565934,0.121,0.17,1,"MYR1",0.866900364159374
"826","TGME49-241000",0.112378602901556,0.105809256017387,0.346,0.297,1,"MYR1",0.866900364159374
"827","TGME49-237520",0.112463476403496,-0.0414732068190801,0.177,0.236,1,"MYR1",0.866900364159374
"828","TGME49-244020",0.112655993243419,-0.0741622927652054,0.645,0.764,1,"MYR1",0.866900364159374
"829","TGME49-216130",0.112738595715366,-0.0376265813590955,0.969,0.956,1,"MYR1",0.866900364159374
"830","TGME49-247520",0.113063668033591,0.0888626592275752,0.876,0.812,1,"MYR1",0.866900364159374
"831","TGME49-301400",0.113067518018919,-0.0641455447202731,0.468,0.541,1,"MYR1",0.866900364159374
"832","TGME49-251540",0.113272914523005,-0.0473593779451,0.896,0.9,1,"MYR1",0.866900364159374
"833","TGME49-290240",0.113273175830047,0.0697306796742227,0.338,0.284,1,"MYR1",0.866900364159374
"834","TGME49-290300",0.113377287793858,0.053607690804333,0.279,0.218,1,"MYR1",0.866900364159374
"835","TGME49-267450",0.113425008432973,-0.0564918247579581,0.135,0.183,1,"MYR1",0.866900364159374
"836","TGME49-216920",0.113595663502102,0.0667630824423753,0.586,0.528,1,"MYR1",0.866900364159374
"837","TGME49-200370",0.113762257474093,0.0647474335890452,0.338,0.279,1,"MYR1",0.866900364159374
"838","TGME49-251850",0.113947080423118,0.057980783919849,0.777,0.755,1,"MYR1",0.866900364159374
"839","TGME49-270880",0.114237612348005,-0.0703267497736365,0.549,0.611,1,"MYR1",0.866900364159374
"840","TGME49-251480",0.114373074456343,-0.0410826730739134,0.09,0.131,1,"MYR1",0.866900364159374
"841","TGME49-217182",0.114425407483096,-0.0690383370927788,0.4,0.459,1,"MYR1",0.866900364159374
"842","TGME49-252295",0.11443200588274,-0.0658798869390936,0.617,0.681,1,"MYR1",0.866900364159374
"843","TGME49-206680",0.114740684328754,-0.062305593005534,0.225,0.279,1,"MYR1",0.866900364159374
"844","TGME49-226660",0.114881405002225,-0.0521306374979685,0.293,0.362,1,"MYR1",0.866900364159374
"845","TGME49-249530",0.114882336267565,0.0607966376124943,0.296,0.24,1,"MYR1",0.866900364159374
"846","TGME49-216880",0.115003761447221,-0.0105785623404606,1,1,1,"MYR1",0.866900364159374
"847","TGME49-268680",0.115021364926712,0.0704820200354826,0.13,0.087,1,"MYR1",0.866900364159374
"848","TGME49-275480",0.115113718748011,0.0672379865422259,0.555,0.493,1,"MYR1",0.866900364159374
"849","TGME49-287270",0.115197110417393,-0.074500426243132,0.392,0.445,1,"MYR1",0.866900364159374
"850","TGME49-312175",0.11551153955718,-0.0547787560624551,0.203,0.258,1,"MYR1",0.866900364159374
"851","TGME49-277910",0.115602771010931,-0.0419280229138125,0.177,0.236,1,"MYR1",0.866900364159374
"852","TGME49-225820",0.115644109247002,-0.0368878814233994,0.149,0.205,1,"MYR1",0.866900364159374
"853","TGME49-316230",0.115779420820614,-0.0580341517263679,0.149,0.197,1,"MYR1",0.866900364159374
"854","TGME49-248720",0.115856547464806,-0.0557729368737245,0.265,0.323,1,"MYR1",0.866900364159374
"855","TGME49-254420",0.116089310210181,-0.0332512754528879,0.051,0.083,1,"MYR1",0.866900364159374
"856","TGME49-266310",0.11615067417913,0.0484227283533796,0.18,0.131,1,"MYR1",0.866900364159374
"857","TGME49-221640",0.116244455233379,0.0458380828264,0.144,0.1,1,"MYR1",0.866900364159374
"858","TGME49-226825",0.116371634873877,-0.0561316585077826,0.335,0.402,1,"MYR1",0.866900364159374
"859","TGME49-291330",0.116380832409092,0.0662220780304784,0.451,0.384,1,"MYR1",0.866900364159374
"860","TGME49-316150",0.116389383591355,0.0322085316390273,0.082,0.048,1,"MYR1",0.866900364159374
"861","TGME49-286160",0.11643126780102,-0.0649502183642373,0.341,0.406,1,"MYR1",0.866900364159374
"862","TGME49-304720",0.116453658390199,-0.0420795615810021,0.115,0.162,1,"MYR1",0.866900364159374
"863","TGME49-239760",0.116465135846714,0.0117560936559538,1,1,1,"MYR1",0.866900364159374
"864","TGME49-238080",0.116530970983459,-0.0472066108012916,0.166,0.218,1,"MYR1",0.866900364159374
"865","TGME49-310560",0.116625379478137,0.0288578608199786,0.065,0.035,1,"MYR1",0.866900364159374
"866","TGME49-310500",0.116640714140277,-0.0640944905124896,0.634,0.69,1,"MYR1",0.866900364159374
"867","TGME49-247470",0.116815542866668,-0.0609740632062707,0.752,0.777,1,"MYR1",0.866900364159374
"868","TGME49-305840",0.116851527358127,-0.0586307487005567,0.217,0.271,1,"MYR1",0.866900364159374
"869","TGME49-230440",0.11703559713623,-0.0419049465104684,0.166,0.223,1,"MYR1",0.866900364159374
"870","TGME49-277760",0.117101736461978,-0.0624222734510828,0.459,0.541,1,"MYR1",0.866900364159374
"871","TGME49-264460",0.117178186598979,0.0310990659105491,0.076,0.044,1,"MYR1",0.866900364159374
"872","TGME49-225770",0.117545476934149,-0.048678966667615,0.132,0.179,1,"MYR1",0.866900364159374
"873","TGME49-273400",0.117558629663775,-0.037615742041134,0.104,0.148,1,"MYR1",0.866900364159374
"874","TGME49-213770",0.117645313525442,-0.0482590479601998,0.22,0.284,1,"MYR1",0.866900364159374
"875","TGME49-254290",0.11770851458202,-0.0428343721912126,0.076,0.114,1,"MYR1",0.866900364159374
"876","TGME49-315920",0.117801345438822,0.0419631912602767,0.208,0.153,1,"MYR1",0.866900364159374
"877","TGME49-316360",0.117949943644212,0.0690744769979602,0.555,0.524,1,"MYR1",0.866900364159374
"878","TGME49-208500",0.118014154191704,-0.0510227666441529,0.268,0.332,1,"MYR1",0.866900364159374
"879","TGME49-294630",0.11802077889051,-0.0646501364334248,0.437,0.52,1,"MYR1",0.866900364159374
"880","TGME49-306670",0.118132104738594,0.026039967848303,1,0.996,1,"MYR1",0.866900364159374
"881","TGME49-223950",0.118153960622433,0.0671535732795352,0.318,0.266,1,"MYR1",0.866900364159374
"882","TGME49-251510",0.118278811860349,-0.0373717750058206,0.079,0.118,1,"MYR1",0.866900364159374
"883","TGME49-267350",0.118302320982079,0.0692373594965873,0.628,0.59,1,"MYR1",0.866900364159374
"884","TGME49-209540",0.118401453071709,-0.0264626192245775,0.034,0.061,1,"MYR1",0.866900364159374
"885","TGME49-233310",0.118401453071709,-0.0264626192245775,0.034,0.061,1,"MYR1",0.866900364159374
"886","TGME49-269150",0.118401453071709,-0.0264626192245775,0.034,0.061,1,"MYR1",0.866900364159374
"887","TGME49-313170",0.118401453071709,-0.0264626192245775,0.034,0.061,1,"MYR1",0.866900364159374
"888","TGME49-240660",0.118544602432745,-0.060646181542013,0.349,0.415,1,"MYR1",0.866900364159374
"889","TGME49-270930",0.118549775859585,-0.0487115168863612,0.2,0.258,1,"MYR1",0.866900364159374
"890","TGME49-215360",0.118570589447766,-0.0672289570885671,0.349,0.41,1,"MYR1",0.866900364159374
"891","TGME49-225105",0.118576659938209,-0.0308377897348718,0.051,0.083,1,"MYR1",0.866900364159374
"892","TGME49-212200",0.11903263875744,-0.0737816003120277,0.141,0.183,1,"MYR1",0.866900364159374
"893","TGME49-268590",0.119093237440454,-0.0377470690505457,0.065,0.1,1,"MYR1",0.866900364159374
"894","TGME49-250740",0.119254545747976,-0.0637159942631866,0.428,0.507,1,"MYR1",0.866900364159374
"895","TGME49-312065",0.119348597367732,0.0556478793101472,0.29,0.227,1,"MYR1",0.866900364159374
"896","TGME49-203050",0.119668669008079,-0.0316791564589695,0.082,0.122,1,"MYR1",0.866900364159374
"897","TGME49-229680",0.119790758726324,0.0152245566544157,0.02,0.004,1,"MYR1",0.866900364159374
"898","TGME49-314422",0.119790758726324,0.0152245566544157,0.02,0.004,1,"MYR1",0.866900364159374
"899","TGME49-213392",0.119854510329375,-0.0609469939099661,0.394,0.45,1,"MYR1",0.866900364159374
"900","TGME49-229360",0.120092167319537,-0.0331364663687337,0.952,0.939,1,"MYR1",0.866900364159374
"901","TGME49-250010",0.120156689071669,-0.0434374391484188,0.099,0.14,1,"MYR1",0.866900364159374
"902","TGME49-262530",0.120320876490381,0.053759746446978,0.231,0.179,1,"MYR1",0.866900364159374
"903","TGME49-316330",0.120357681670443,-0.0508073091528098,0.918,0.956,1,"MYR1",0.866900364159374
"904","TGME49-234560",0.120368749413676,-0.0545184338876053,0.259,0.323,1,"MYR1",0.866900364159374
"905","TGME49-205200",0.120626088802949,-0.0430075341968327,0.087,0.127,1,"MYR1",0.866900364159374
"906","TGME49-212930",0.12082568061999,-0.0694063186011333,0.558,0.672,1,"MYR1",0.866900364159374
"907","TGME49-234550",0.121017668396898,0.0100667373250065,1,1,1,"MYR1",0.866900364159374
"908","TGME49-221510",0.121040617167033,0.022788966801446,0.997,1,1,"MYR1",0.866900364159374
"909","TGME49-214250",0.121197598046411,0.0233433072725446,0.997,0.991,1,"MYR1",0.866900364159374
"910","TGME49-262620",0.121571198169659,-0.0272632133246646,0.997,1,1,"MYR1",0.866900364159374
"911","TGME49-291880",0.121579775448593,-0.0476085884555235,0.138,0.188,1,"MYR1",0.866900364159374
"912","TGME49-223490",0.121754367988146,-0.0561862789190523,0.496,0.576,1,"MYR1",0.866900364159374
"913","TGME49-203160",0.121801418174217,0.0490074942883885,0.203,0.153,1,"MYR1",0.866900364159374
"914","TGME49-308820",0.121809463946601,-0.0453292466784913,0.146,0.197,1,"MYR1",0.866900364159374
"915","TGME49-295010",0.121915115081264,-0.0329544482830656,0.065,0.1,1,"MYR1",0.866900364159374
"916","TGME49-278550",0.12212965799885,-0.0393768185955903,0.101,0.144,1,"MYR1",0.866900364159374
"917","TGME49-312160",0.122553629864083,-0.0211934235804803,1,1,1,"MYR1",0.866900364159374
"918","TGME49-243600",0.122627902666677,0.0461233561829221,0.834,0.834,1,"MYR1",0.866900364159374
"919","TGME49-265510",0.122651743340208,-0.059542355550629,0.668,0.729,1,"MYR1",0.866900364159374
"920","TGME49-213388",0.122669163897864,-0.0440184482503309,0.11,0.153,1,"MYR1",0.866900364159374
"921","TGME49-214340",0.122953983339933,0.0642246927781749,0.676,0.655,1,"MYR1",0.866900364159374
"922","TGME49-322000",0.122971035608275,0.06235711172226,0.251,0.197,1,"MYR1",0.866900364159374
"923","TGME49-306920",0.12319515898679,-0.0415443203032728,0.115,0.162,1,"MYR1",0.866900364159374
"924","TGME49-253420",0.123379475891035,-0.0587674695225739,0.335,0.402,1,"MYR1",0.866900364159374
"925","TGME49-217500",0.123445025604586,-0.0507329500347371,0.338,0.415,1,"MYR1",0.866900364159374
"926","TGME49-319550",0.123487920934574,0.0602162189991338,0.732,0.699,1,"MYR1",0.866900364159374
"927","TGME49-254410",0.123738017398915,-0.0446331336349721,0.268,0.341,1,"MYR1",0.866900364159374
"928","TGME49-222860",0.123773968916998,-0.0425483209261235,0.955,0.974,1,"MYR1",0.866900364159374
"929","TGME49-219730",0.123938294480287,-0.0601723911740659,0.741,0.795,1,"MYR1",0.866900364159374
"930","TGME49-202930",0.123971140910264,-0.0274778995437668,0.031,0.057,1,"MYR1",0.866900364159374
"931","TGME49-286420",0.124009801124985,-0.0131183802469486,1,1,1,"MYR1",0.866900364159374
"932","TGME49-290160",0.124081632817562,-0.0359732824930157,0.076,0.114,1,"MYR1",0.866900364159374
"933","TGME49-234280",0.124206117266712,-0.0560466534603064,0.282,0.341,1,"MYR1",0.866900364159374
"934","TGME49-217610",0.124233854998567,-0.0539751348689386,0.265,0.332,1,"MYR1",0.866900364159374
"935","TGME49-316180",0.124334274566523,-0.0602453387793467,0.223,0.275,1,"MYR1",0.866900364159374
"936","TGME49-315310",0.124644537243114,0.0466367854153108,0.245,0.188,1,"MYR1",0.866900364159374
"937","TGME49-293660",0.124691913734009,-0.0542764520473733,0.262,0.323,1,"MYR1",0.866900364159374
"938","TGME49-263430",0.124905112711082,-0.0305682590758432,0.065,0.1,1,"MYR1",0.866900364159374
"939","TGME49-214820",0.124986304921655,-0.0572291433533403,0.414,0.48,1,"MYR1",0.866900364159374
"940","TGME49-238180",0.125183448845049,0.0589353751180237,0.831,0.79,1,"MYR1",0.866900364159374
"941","TGME49-240630",0.125584315535898,0.0744908514632797,0.442,0.362,1,"MYR1",0.866900364159374
"942","TGME49-278060",0.12570300559261,0.0661392831928204,0.285,0.236,1,"MYR1",0.866900364159374
"943","TGME49-212955",0.125933618493654,-0.0250222776597402,0.031,0.057,1,"MYR1",0.866900364159374
"944","TGME49-283740",0.125933618493654,-0.0250222776597402,0.031,0.057,1,"MYR1",0.866900364159374
"945","TGME49-242580",0.125933618493654,-0.0250222776597402,0.031,0.057,1,"MYR1",0.866900364159374
"946","TGME49-217590",0.126045276069878,-0.0370599702662435,0.101,0.144,1,"MYR1",0.866900364159374
"947","TGME49-277230",0.126047709229608,-0.0535364795969566,0.13,0.175,1,"MYR1",0.866900364159374
"948","TGME49-245990",0.126255830244953,-0.0569496805518836,0.245,0.301,1,"MYR1",0.866900364159374
"949","TGME49-226260",0.126467058199051,-0.0533644767712296,0.296,0.362,1,"MYR1",0.866900364159374
"950","TGME49-207960",0.126549900290921,-0.0411771285607575,0.135,0.183,1,"MYR1",0.866900364159374
"951","TGME49-247530",0.12660990518397,0.0626228121761503,0.885,0.852,1,"MYR1",0.866900364159374
"952","TGME49-307830",0.126623936217203,-0.0630924692001213,0.825,0.843,1,"MYR1",0.866900364159374
"953","TGME49-320200",0.126984924350553,-0.0541380576829007,0.237,0.293,1,"MYR1",0.866900364159374
"954","TGME49-235980",0.127029134584178,-0.0476552115770567,0.18,0.231,1,"MYR1",0.866900364159374
"955","TGME49-263810",0.127199777654564,-0.0551108082651131,0.479,0.576,1,"MYR1",0.866900364159374
"956","TGME49-283890",0.12729684636502,-0.029426365806017,0.048,0.079,1,"MYR1",0.866900364159374
"957","TGME49-242670",0.12729684636502,-0.029426365806017,0.048,0.079,1,"MYR1",0.866900364159374
"958","TGME49-258970",0.12729684636502,-0.029426365806017,0.048,0.079,1,"MYR1",0.866900364159374
"959","TGME49-213570",0.127312282772326,-0.053529775060319,0.927,0.934,1,"MYR1",0.866900364159374
"960","TGME49-260190",0.127336034398809,-0.0381987339831095,0.048,0.079,1,"MYR1",0.866900364159374
"961","TGME49-273140",0.127687950505884,-0.0584403309035476,0.425,0.498,1,"MYR1",0.866900364159374
"962","TGME49-224030",0.127750576446819,0.0539233588908661,0.186,0.14,1,"MYR1",0.866900364159374
"963","TGME49-294620",0.127811424038242,-0.0478641739159307,0.91,0.93,1,"MYR1",0.866900364159374
"964","TGME49-302007",0.127840286224512,-0.0614205330030309,0.397,0.467,1,"MYR1",0.866900364159374
"965","TGME49-294360",0.12807209727981,-0.0625932566426287,0.392,0.45,1,"MYR1",0.867572331521369
"966","TGME49-266080",0.12902026260006,-0.0648951399459177,0.851,0.895,1,"MYR1",0.871448885558316
"967","TGME49-242340",0.129104653936458,0.00503194632829684,1,1,1,"MYR1",0.871448885558316
"968","TGME49-312090",0.129144185071597,0.0138497964662494,1,1,1,"MYR1",0.871448885558316
"969","TGME49-264840",0.12925275770657,-0.0370933293552199,0.101,0.144,1,"MYR1",0.871448885558316
"970","TGME49-318275",0.129310910049192,-0.0384754880205097,0.113,0.157,1,"MYR1",0.871448885558316
"971","TGME49-277790",0.129662434506231,-0.0530670659076415,0.228,0.284,1,"MYR1",0.872917955064094
"972","TGME49-301270",0.13024223337006,-0.0582969749805581,0.403,0.472,1,"MYR1",0.873570827288626
"973","TGME49-219320",0.130606550740875,0.0664510378027483,0.879,0.856,1,"MYR1",0.873570827288626
"974","TGME49-261400",0.130608533730687,0.061799006292478,0.921,0.865,1,"MYR1",0.873570827288626
"975","TGME49-318620",0.130789696877764,0.0425866944301602,0.189,0.14,1,"MYR1",0.873570827288626
"976","TGME49-209960",0.131318539311476,-0.059074704118172,0.262,0.323,1,"MYR1",0.873570827288626
"977","TGME49-293840",0.131525188239055,-0.0450883116403437,0.11,0.153,1,"MYR1",0.873570827288626
"978","TGME49-314280",0.131536232878019,-0.0508106861782434,0.101,0.14,1,"MYR1",0.873570827288626
"979","TGME49-230010",0.131586668127569,-0.0372548129424304,0.099,0.14,1,"MYR1",0.873570827288626
"980","TGME49-277240",0.131600038475206,-0.0403133694601815,0.132,0.179,1,"MYR1",0.873570827288626
"981","TGME49-221200",0.13203811383889,-0.0672419524338059,0.408,0.459,1,"MYR1",0.873570827288626
"982","TGME49-286650",0.132560866080189,-0.0595459360315621,0.71,0.755,1,"MYR1",0.873570827288626
"983","TGME49-329800",0.132745640281662,-0.0533479631838575,0.082,0.118,1,"MYR1",0.873570827288626
"984","TGME49-305510",0.132858038289996,0.0783482120821064,0.608,0.537,1,"MYR1",0.873570827288626
"985","TGME49-251790",0.132926091429585,-0.0451859291118697,0.22,0.279,1,"MYR1",0.873570827288626
"986","TGME49-275630",0.13326997572793,-0.057777952351224,0.279,0.336,1,"MYR1",0.873570827288626
"987","TGME49-279315",0.133283077178907,-0.0548509480721456,0.304,0.367,1,"MYR1",0.873570827288626
"988","TGME49-218610",0.133310379994478,-0.0426014717719882,0.166,0.218,1,"MYR1",0.873570827288626
"989","TGME49-294380",0.133348653133371,-0.0347801957270265,0.101,0.144,1,"MYR1",0.873570827288626
"990","TGME49-309860",0.133626325581833,-0.0339939283230242,0.101,0.144,1,"MYR1",0.873570827288626
"991","TGME49-309810",0.133660812640543,0.0103798693792996,1,1,1,"MYR1",0.873570827288626
"992","TGME49-257710",0.13366338138795,-0.0337959841362058,0.073,0.109,1,"MYR1",0.873570827288626
"993","TGME49-300980",0.133724182026236,-0.0235749714879074,0.028,0.052,1,"MYR1",0.873570827288626
"994","TGME49-246750",0.133724182026236,-0.0235749714879074,0.028,0.052,1,"MYR1",0.873570827288626
"995","TGME49-222850",0.133730554737955,-0.0386722119574316,0.949,0.956,1,"MYR1",0.873570827288626
"996","TGME49-243480",0.133815381590535,-0.0389951338640557,0.096,0.135,1,"MYR1",0.873570827288626
"997","TGME49-227030",0.133920661397514,0.0515482052689462,0.977,0.956,1,"MYR1",0.873570827288626
"998","TGME49-252290",0.133941923574799,-0.0444749553201081,0.172,0.223,1,"MYR1",0.873570827288626
"999","TGME49-232280",0.134055319819901,-0.0400215791068762,0.07,0.105,1,"MYR1",0.873570827288626
"1000","TGME49-220120",0.134062010432625,-0.0537848036947693,0.265,0.328,1,"MYR1",0.873570827288626
"1001","TGME49-263730",0.134170642487995,-0.0441107493557097,0.149,0.197,1,"MYR1",0.873570827288626
"1002","TGME49-243298",0.134236955235663,0.0215448842966931,0.039,0.017,1,"MYR1",0.873570827288626
"1003","TGME49-323100",0.13424007781526,-0.0555062761983469,0.583,0.638,1,"MYR1",0.873570827288626
"1004","TGME49-292110",0.134248316842048,-0.0541607768015169,0.101,0.14,1,"MYR1",0.873570827288626
"1005","TGME49-297690",0.134302995475764,-0.0427261567289954,0.152,0.201,1,"MYR1",0.873570827288626
"1006","TGME49-315230",0.13463851256393,-0.0456020805855594,0.172,0.223,1,"MYR1",0.873616478807149
"1007","TGME49-210230",0.134888421373292,-0.0561966811028745,0.225,0.279,1,"MYR1",0.873616478807149
"1008","TGME49-216490",0.134909598753337,-0.0534133444709602,0.38,0.463,1,"MYR1",0.873616478807149
"1009","TGME49-292260",0.134939298047775,0.0478044249992109,0.079,0.048,1,"MYR1",0.873616478807149
"1010","TGME49-291900",0.135187975730164,-0.0596983409859608,0.375,0.45,1,"MYR1",0.873616478807149
"1011","TGME49-253750",0.135191873193976,-0.036817261355808,0.155,0.205,1,"MYR1",0.873616478807149
"1012","TGME49-292020",0.135737034302651,0.0595016540881486,0.496,0.428,1,"MYR1",0.873616478807149
"1013","TGME49-258770",0.135844011741586,0.0666910580652367,0.448,0.402,1,"MYR1",0.873616478807149
"1014","TGME49-315710",0.135995055117432,-0.0384158877522961,0.085,0.122,1,"MYR1",0.873616478807149
"1015","TGME49-272660",0.136060237900183,0.0753332801670603,0.823,0.799,1,"MYR1",0.873616478807149
"1016","TGME49-271100",0.136284735391819,-0.0446427911445658,0.189,0.245,1,"MYR1",0.873616478807149
"1017","TGME49-240200",0.136646994780205,-0.0280082071137117,0.045,0.074,1,"MYR1",0.873616478807149
"1018","TGME49-316480",0.136760428237864,-0.0352401383753657,0.085,0.122,1,"MYR1",0.873616478807149
"1019","TGME49-309590",0.137125053726013,0.0807851463768758,0.825,0.755,1,"MYR1",0.873616478807149
"1020","TGME49-226030",0.137178180891557,-0.0307957347854171,0.941,0.93,1,"MYR1",0.873616478807149
"1021","TGME49-299820",0.137225785632369,0.0328541371662598,0.096,0.061,1,"MYR1",0.873616478807149
"1022","TGME49-300606",0.137599772561848,0.0605549834269825,0.307,0.258,1,"MYR1",0.873616478807149
"1023","TGME49-286720",0.137654787841498,-0.0631776543283694,0.558,0.611,1,"MYR1",0.873616478807149
"1024","TGME49-209640",0.137654987972339,-0.0309321369342679,0.059,0.092,1,"MYR1",0.873616478807149
"1025","TGME49-307040",0.137666375729651,-0.050767535246201,0.155,0.201,1,"MYR1",0.873616478807149
"1026","TGME49-270310",0.137826504297891,-0.0596543625950359,0.47,0.559,1,"MYR1",0.873616478807149
"1027","TGME49-207680",0.137900874064583,-0.0583559964919593,0.696,0.751,1,"MYR1",0.873616478807149
"1028","TGME49-243450",0.137930823708746,-0.0479880296186111,0.293,0.367,1,"MYR1",0.873616478807149
"1029","TGME49-262130",0.137961031961353,-0.0641890926095602,0.296,0.345,1,"MYR1",0.873616478807149
"1030","TGME49-252360",0.138173848658307,0.102387539746167,0.515,0.45,1,"MYR1",0.873616478807149
"1031","TGME49-210345",0.138814076020077,0.0504457290514803,0.175,0.131,1,"MYR1",0.873616478807149
"1032","TGME49-309390",0.139073111178451,-0.0468712592197707,0.155,0.201,1,"MYR1",0.873616478807149
"1033","TGME49-205550",0.139102011410623,0.0449971461817538,0.186,0.14,1,"MYR1",0.873616478807149
"1034","TGME49-217660",0.139260003777116,-0.0610880769832999,0.315,0.371,1,"MYR1",0.873616478807149
"1035","TGME49-230110",0.139520052808412,-0.0545327728810404,0.239,0.293,1,"MYR1",0.873616478807149
"1036","TGME49-267660",0.139524263377882,-0.0411625128418629,0.259,0.328,1,"MYR1",0.873616478807149
"1037","TGME49-314295",0.139534603195469,0.0617883030017634,0.242,0.197,1,"MYR1",0.873616478807149
"1038","TGME49-254010",0.139582588786594,-0.0570950884474904,0.499,0.572,1,"MYR1",0.873616478807149
"1039","TGME49-246500",0.139631069673629,-0.0523482188459342,0.296,0.358,1,"MYR1",0.873616478807149
"1040","TGME49-270790",0.139685792591933,-0.0407690106822595,0.093,0.131,1,"MYR1",0.873616478807149
"1041","TGME49-230190",0.140256522234161,0.0561459601698999,0.485,0.432,1,"MYR1",0.873616478807149
"1042","TGME49-309070",0.140408971152928,0.0541811830718431,0.203,0.157,1,"MYR1",0.873616478807149
"1043","TGME49-253570",0.140680077768817,-0.0481309302387944,0.166,0.214,1,"MYR1",0.873616478807149
"1044","TGME49-229350",0.140822101671092,0.0740156165306814,0.341,0.293,1,"MYR1",0.873616478807149
"1045","TGME49-213870",0.141009145367855,-0.0545573032968925,0.315,0.38,1,"MYR1",0.873616478807149
"1046","TGME49-201860",0.141010932243801,0.0671950469668847,0.82,0.742,1,"MYR1",0.873616478807149
"1047","TGME49-223750",0.141373264963048,-0.0312001289552461,0.087,0.127,1,"MYR1",0.873616478807149
"1048","TGME49-244070",0.141448859323315,0.0227102511982173,0.045,0.022,1,"MYR1",0.873616478807149
"1049","TGME49-246070",0.141448859323315,0.0227102511982173,0.045,0.022,1,"MYR1",0.873616478807149
"1050","TGME49-266400",0.141515265431758,-0.035971170810474,0.166,0.218,1,"MYR1",0.873616478807149
"1051","TGME49-283510",0.141531363496603,-0.0678805392681394,0.546,0.607,1,"MYR1",0.873616478807149
"1052","TGME49-220640",0.141696578399746,-0.0615160424917316,0.437,0.515,1,"MYR1",0.873616478807149
"1053","TGME49-277770",0.141955254584643,-0.045100204401462,0.158,0.205,1,"MYR1",0.873616478807149
"1054","TGME49-203970",0.142028228710939,-0.0462184795277319,0.194,0.245,1,"MYR1",0.873616478807149
"1055","TGME49-200260",0.142086973502066,-0.0102271599131685,0.003,0.013,1,"MYR1",0.873616478807149
"1056","TGME49-286240",0.142128990822541,-0.0410601802718347,0.346,0.432,1,"MYR1",0.873616478807149
"1057","TGME49-212300",0.14251977919739,0.0600747627894231,0.715,0.694,1,"MYR1",0.873616478807149
"1058","TGME49-242660",0.14268614317788,0.0523047040106571,0.572,0.528,1,"MYR1",0.873616478807149
"1059","TGME49-219250",0.143014932498245,-0.0527275104862585,0.324,0.384,1,"MYR1",0.873616478807149
"1060","TGME49-236510",0.143180145641973,-0.0407588884246824,0.217,0.279,1,"MYR1",0.873616478807149
"1061","TGME49-234390",0.143316582911843,-0.0535927357744783,0.242,0.297,1,"MYR1",0.873616478807149
"1062","TGME49-209650",0.143655165438188,-0.0348349971090033,0.07,0.105,1,"MYR1",0.873616478807149
"1063","TGME49-289050",0.143836656862115,-0.0332231715934878,0.07,0.105,1,"MYR1",0.873616478807149
"1064","TGME49-222010",0.143969661348393,0.0332426457089082,0.18,0.131,1,"MYR1",0.873616478807149
"1065","TGME49-231910",0.144030036243992,-0.0557107560503143,0.749,0.786,1,"MYR1",0.873616478807149
"1066","TGME49-254590",0.144402165662306,0.0376149198940919,0.115,0.079,1,"MYR1",0.873616478807149
"1067","TGME49-320100",0.144546859877241,-0.0646402101191753,0.631,0.69,1,"MYR1",0.873616478807149
"1068","TGME49-219590",0.144566084235813,-0.0539794886278842,0.639,0.699,1,"MYR1",0.873616478807149
"1069","TGME49-255340",0.144577634029826,-0.0405220062138385,0.172,0.223,1,"MYR1",0.873616478807149
"1070","TGME49-223710",0.144859162417644,-0.0471932008398909,0.307,0.376,1,"MYR1",0.873616478807149
"1071","TGME49-221522",0.144872222292462,0.0581892162622324,0.482,0.419,1,"MYR1",0.873616478807149
"1072","TGME49-295710",0.145021452422181,-0.0548226007848396,0.558,0.629,1,"MYR1",0.873616478807149
"1073","TGME49-220480",0.145128770499198,0.0362620276745235,0.121,0.083,1,"MYR1",0.873616478807149
"1074","TGME49-321600",0.145175397936577,0.0599437148944855,0.217,0.17,1,"MYR1",0.873616478807149
"1075","TGME49-262040",0.145493192866643,0.0295401186761674,0.079,0.048,1,"MYR1",0.873616478807149
"1076","TGME49-265830",0.145691239741635,-0.0526288716362771,0.183,0.231,1,"MYR1",0.873616478807149
"1077","TGME49-296000",0.145745722606095,-0.0659822577787293,0.344,0.393,1,"MYR1",0.873616478807149
"1078","TGME49-270150",0.145844608456473,0.023867756949302,0.051,0.026,1,"MYR1",0.873616478807149
"1079","TGME49-286430",0.146038677550551,-0.0497488145048887,0.259,0.314,1,"MYR1",0.873616478807149
"1080","TGME49-222960",0.146077700552929,-0.0377139924456725,0.172,0.223,1,"MYR1",0.873616478807149
"1081","TGME49-310430",0.146079701940505,-0.0562577282295391,0.563,0.651,1,"MYR1",0.873616478807149
"1082","TGME49-223780",0.14638787292935,0.0406194074408806,0.223,0.17,1,"MYR1",0.873616478807149
"1083","TGME49-224850",0.146588572965618,-0.0416027691334557,0.977,0.991,1,"MYR1",0.873616478807149
"1084","TGME49-289900",0.146617865143249,-0.073808158816641,0.372,0.424,1,"MYR1",0.873616478807149
"1085","TGME49-315160",0.146635177952587,0.0663179066272327,0.27,0.223,1,"MYR1",0.873616478807149
